label,px0,px1,px2,px3,px4,px5,px6,px7,px8,px9,px10,px11,px12,px13,px14,px15,px16,px17,px18,px19,px20,px21,px22,px23,px24,px25,px26,px27,px28,px29,px30,px31,px32,px33,px34,px35,px36,px37,px38,px39,px40,px41,px42,px43,px44,px45,px46,px47,px48,px49,px50,px51,px52,px53,px54,px55,px56,px57,px58,px59,px60,px61,px62,px63,px64,px65,px66,px67,px68,px69,px70,px71,px72,px73,px74,px75,px76,px77,px78,px79,px80,px81,px82,px83,px84,px85,px86,px87,px88,px89,px90,px91,px92,px93,px94,px95,px96,px97,px98,px99,px100,px101,px102,px103,px104,px105,px106,px107,px108,px109,px110,px111,px112,px113,px114,px115,px116,px117,px118,px119,px120,px121,px122,px123,px124,px125,px126,px127,px128,px129,px130,px131,px132,px133,px134,px135,px136,px137,px138,px139,px140,px141,px142,px143,px144,px145,px146,px147,px148,px149,px150,px151,px152,px153,px154,px155,px156,px157,px158,px159,px160,px161,px162,px163,px164,px165,px166,px167,px168,px169,px170,px171,px172,px173,px174,px175,px176,px177,px178,px179,px180,px181,px182,px183,px184,px185,px186,px187,px188,px189,px190,px191
2,0.0476,0.0347,0.2092,0.1415,0.0942,0.064,0.2265,0.2318,0.0849,0.12,0.2088,0.0269,0.0276,-0.0191,0.1006,0.1805,-0.003,0.0797,0.2472,0.0944,0.0647,0.2018,0.2176,0.0628,-0.0129,0.141,0.1721,0.227,0.148,0.0423,0.1045,0.0363,0.0838,0.0904,0.2237,0.2218,0.2279,0.0934,0.2393,-0.0083,0.2263,0.1421,0.2117,0.074,0.2473,-0.0425,0.2043,0.1958,0.0623,0.1986,0.0141,0.1758,0.0905,0.0733,0.009,0.19,0.1693,-0.0233,0.2434,0.0164,0.0626,0.0744,0.123,0.2171,0.2335,0.14,0.0597,-0.0178,-0.0294,0.1057,0.125,0.0842,0.2447,0.0741,0.0553,0.0754,0.0015,0.2317,0.1273,0.1128,0.0777,0.025,0.0446,0.0981,0.0839,0.2438,0.1189,0.0121,-0.0339,-0.0022,0.0537,0.1847,0.2168,0.0209,0.1841,0.0825,0.1113,0.1099,-0.0372,-0.0301,0.1503,0.1567,0.0641,0.2257,0.196,0.0406,-0.0299,0.116,0.1463,0.0173,-0.0368,0.0961,-0.0397,0.171,0.1377,0.0338,0.0837,0.0199,0.0058,0.0044,0.1947,0.086,0.1646,0.0543,0.1921,0.1288,0.1462,0.0678,0.8185,0.7072,0.9421,0.8517,0.8097,0.8416,0.68,0.7503,0.7192,0.9029,0.6539,0.7834,0.9106,0.8848,0.8656,0.7405,0.7197,0.8613,0.7396,0.8669,0.755,0.8782,0.8219,0.8946,0.9457,0.7636,0.946,0.653,0.9132,0.6589,0.8136,0.7665,0.881,0.7445,0.7125,0.8852,0.8151,0.8767,0.7968,0.661,0.8814,0.7154,0.7915,0.6502,0.7277,0.8497,0.8793,0.8409,0.783,0.8698,0.8507,0.7118,0.8105,0.8294,0.8686,0.7093,0.7432,0.7529,0.6788,0.7545,0.8689,0.8233,0.7019,0.8695
1,0.1959,0.1617,0.2216,0.2335,0.0983,0.0999,-0.0028,0.0399,0.1243,-0.0259,0.1564,-0.0009,0.083,0.2409,-0.0231,-0.038,0.0819,0.0072,0.1669,-0.0492,0.2022,0.2066,0.1861,0.0776,0.035,0.1485,0.1044,0.0764,0.0516,0.0816,0.1498,0.1978,0.2212,-0.0007,0.0387,0.0829,0.119,0.0544,0.0086,-0.0245,0.0471,0.0881,0.2414,0.2226,0.2096,0.2423,0.2385,0.136,0.1933,-0.032,0.1529,0.1327,0.0391,0.1213,0.2358,0.0942,0.1442,0.0398,0.053,0.2155,-0.0416,0.0067,0.1536,0.0842,0.6756,0.8481,0.7616,0.8242,0.7749,0.809,0.8194,0.7689,0.6843,0.7042,0.917,0.8144,0.6837,0.9087,0.726,0.6785,0.8092,0.7255,0.7968,0.8162,0.718,0.8218,0.6839,0.804,0.8265,0.6741,0.7724,0.672,0.7819,0.909,0.8152,0.8644,0.8771,0.6844,0.9472,0.8665,0.6806,0.8991,0.7676,0.7014,0.938,0.8189,0.8825,0.691,0.8828,0.6673,0.7211,0.7617,0.6546,0.8283,0.7139,0.74,0.8622,0.7778,0.9166,0.8364,0.9116,0.8189,0.9253,0.9112,0.7004,0.8736,0.7524,0.8791,0.1542,0.1977,-0.0132,0.0619,0.1712,0.2344,0.1665,-0.0369,0.1311,-0.0201,0.1146,0.1909,-0.0161,0.2276,0.1526,0.0264,0.0079,0.084,0.2014,0.1244,-0.0159,-0.0437,-0.0169,0.1902,0.0056,0.1163,0.037,0.1561,0.0642,-0.0067,0.2126,0.1115,0.1569,0.1925,0.2346,-0.0459,0.0527,-0.0047,0.1005,0.2119,0.1901,-0.0394,0.0047,0.1955,0.1539,0.0678,0.0927,-0.0025,0.2035,0.068,0.2119,0.1333,-0.0272,0.0488,0.0149,0.2182,0.1268,-0.0369,0.0009,0.0583,0.0903,0.1231,0.0664,0.0561
0,0.7409,0.7727,0.8569,0.7835,0.8685,0.6785,0.9297,0.7527,0.8997,0.6592,0.8986,0.7179,0.9065,0.8909,0.8512,0.7333,0.6529,0.707,0.9215,0.6974,0.8478,0.8261,0.8484,0.7042,0.6931,0.6791,0.9448,0.7649,0.8457,0.8209,0.717,0.6694,0.6544,0.9058,0.689,0.9389,0.7591,0.8668,0.6915,0.8864,0.7255,0.7599,0.8069,0.6834,0.7245,0.8888,0.7356,0.7642,0.8794,0.7172,0.7082,0.7157,0.7653,0.7596,0.8424,0.7915,0.9109,0.6652,0.8491,0.9009,0.7204,0.6588,0.7815,0.6848,0.088,0.1635,-0.0219,-0.0147,0.0939,0.0021,0.0192,0.0821,-0.0145,-0.0296,0.0583,0.0908,0.231,0.1164,-0.0285,0.0167,0.1733,0.1189,0.2111,0.2387,0.2074,-0.017,0.2331,0.1075,0.0219,0.0012,0.2094,0.0137,-0.0251,0.0296,0.2272,0.0883,0.1694,-0.0277,0.0859,0.0453,0.0116,0.1489,0.0584,-0.0141,0.2453,0.0945,0.004,-0.0467,0.1459,0.1044,-0.0427,0.0911,0.1721,0.1111,0.0202,0.0997,0.1315,0.1453,-0.0065,0.1911,0.2337,0.1721,0.2072,0.0603,0.2208,0.0045,0.0181,0.1294,0.2205,-0.0254,0.0151,-0.0392,0.0817,-0.0079,0.0075,0.1747,0.125,0.2318,0.0706,0.1537,-0.0462,0.2345,0.0199,0.0931,0.1035,0.2345,0.0976,0.2476,0.1364,0.0149,0.2002,0.0106,0.2499,0.087,0.0179,0.2384,0.0465,0.0721,0.0529,0.1506,-0.0431,0.0622,-0.0014,0.1984,-0.05,0.1323,0.0274,0.0862,0.1186,0.1635,-0.0087,0.0221,-0.0138,0.2381,-0.0053,-0.0089,0.1067,0.1244,0.216,-0.0329,0.0203,0.0003,0.1257,0.0857,0.0727,0.2165,0.1485,0.2081,0.2371,0.0307,0.2326,0.0723
0,0.7256,0.7223,0.9019,0.6641,0.8727,0.6793,0.9334,0.7725,0.8293,0.909,0.6801,0.6692,0.8581,0.8263,0.8663,0.7333,0.7991,0.706,0.7811,0.7345,0.8257,0.7397,0.7324,0.8427,0.6757,0.8904,0.7987,0.7187,0.6845,0.8026,0.8012,0.8659,0.7622,0.7737,0.9178,0.7321,0.9443,0.9178,0.9471,0.933,0.7272,0.8943,0.8336,0.7112,0.9493,0.8443,0.8929,0.8174,0.6739,0.909,0.7026,0.7277,0.8349,0.7082,0.7888,0.8641,0.6788,0.8482,0.6813,0.7927,0.8448,0.8562,0.6629,0.7073,0.238,0.0673,0.0774,0.0624,0.1589,0.1721,0.1451,0.0707,0.1209,0.1046,0.0064,0.2348,0.2395,0.1832,0.2478,0.0897,0.2017,0.0222,0.1728,0.1645,0.2316,0.2,0.2138,0.0303,0.1862,0.0926,0.0437,0.0605,0.1897,0.2028,0.2034,0.1508,0.0011,-0.0033,0.1204,0.0136,0.051,-0.0193,-0.0036,0.1651,0.0171,0.2044,0.0487,0.2047,0.0408,0.0302,0.0684,-0.0464,0.0807,0.064,-0.0462,0.2085,0.0625,-0.0499,0.2381,0.0185,0.0259,-0.0427,-0.0201,0.1629,0.1246,0.1012,0.0239,0.036,0.241,0.0617,0.2468,0.216,-0.0126,0.2044,-0.0437,0.1633,0.1929,0.1587,0.1149,0.1939,-0.0037,0.1119,0.0298,0.0697,0.0074,0.1625,0.1219,0.1838,0.1385,0.1298,0.2266,0.1937,0.12,0.0478,0.2284,0.0613,-0.0194,0.05,0.1619,0.2294,0.1437,0.1488,0.2312,0.1834,0.0836,0.0885,0.1779,0.0453,-0.0171,0.1359,0.1927,0.0245,0.1551,0.2178,-0.0117,-0.0093,0.0979,0.0503,0.2348,0.249,0.0837,0.1879,0.1395,0.002,0.2415,0.0023,-0.0272,0.0858,-0.0447,0.0942,0.0736,0.2363
1,-0.0099,0.0516,-0.0302,0.074,0.1006,0.2056,0.1503,0.1233,0.0711,0.1221,0.0321,0.2034,0.1865,0.2015,-0.0047,0.1515,0.1762,0.1002,0.2195,0.2196,0.1729,0.1963,0.1447,0.2136,-0.0106,0.1612,0.1611,0.1337,0.0325,-0.0298,0.131,0.1973,0.0319,0.0139,0.0172,-0.0218,0.1528,0.2424,0.1906,0.0579,0.1598,-0.0283,0.2016,0.0475,-0.049,0.1388,-0.0084,0.0325,-0.0323,0.0837,0.1165,0.1922,-0.0381,0.1982,-0.0168,0.0173,0.1388,0.052,0.0493,0.1205,0.0154,0.188,0.0127,0.2018,0.8926,0.8111,0.6591,0.8834,0.6585,0.8014,0.7772,0.6689,0.839,0.8674,0.8255,0.77,0.8036,0.8266,0.7179,0.9103,0.9487,0.8913,0.9384,0.7488,0.9459,0.6714,0.7934,0.6901,0.7862,0.8548,0.8625,0.7864,0.7525,0.707,0.7709,0.7348,0.7083,0.8708,0.8049,0.7816,0.7093,0.8611,0.709,0.7297,0.8181,0.8604,0.9419,0.8743,0.9345,0.926,0.8668,0.8659,0.6688,0.7117,0.6539,0.9091,0.8666,0.8391,0.7291,0.7566,0.6991,0.8397,0.9474,0.7417,0.6633,0.7026,0.7566,0.9197,0.1913,0.0865,-0.0194,-0.018,-0.0038,0.1832,0.0914,0.2472,0.2235,0.1884,0.0929,0.1966,-0.0115,-0.0173,0.119,0.1024,0.0128,0.0256,-0.0436,0.2227,0.1631,0.2336,0.2442,0.081,0.1697,0.0652,0.1936,0.2024,-0.0099,-0.0461,0.0142,0.1256,0.0637,-0.0473,0.1991,0.1858,0.0891,-0.037,0.2167,0.1103,-0.0287,0.047,0.1374,0.2156,0.0954,0.1418,0.0117,0.023,0.2217,0.0648,-0.0188,0.1274,-0.0121,0.01,0.0869,0.1257,0.1409,0.1621,0.0819,-0.0297,0.1673,-0.0339,0.0912,0.0701
1,0.238,0.0573,0.136,0.1126,0.0289,0.184,-0.0488,0.0249,0.0462,0.2146,0.1002,-0.039,0.0397,0.1329,0.1926,-0.0173,0.1838,0.0672,0.1072,0.0763,0.0815,0.2472,0.2257,0.2254,0.1707,0.1601,-0.0075,-0.0394,0.1993,0.1519,0.1392,0.0438,0.0301,0.2263,0.1096,-0.0441,0.0521,0.0547,-0.0297,0.2434,0.2209,0.1944,-0.0487,0.0753,-0.0165,0.1677,0.1928,0.1868,0.1875,-0.0138,-0.046,-0.0221,0.2027,0.1988,0.1048,0.0204,0.2071,-0.0139,0.0475,-0.0494,0.2449,0.0745,0.1813,0.1905,0.8243,0.9461,0.8824,0.9281,0.939,0.6746,0.8752,0.7179,0.7474,0.7525,0.9466,0.6681,0.7805,0.6884,0.9492,0.7988,0.8606,0.806,0.8802,0.751,0.774,0.8733,0.8608,0.9163,0.7428,0.9045,0.8712,0.822,0.7724,0.8201,0.673,0.6791,0.7434,0.687,0.6646,0.8651,0.8694,0.8347,0.7118,0.8666,0.8978,0.8358,0.7182,0.8194,0.7684,0.7307,0.6946,0.9095,0.8397,0.9298,0.7016,0.7293,0.8028,0.6677,0.7407,0.812,0.7945,0.9229,0.8232,0.8413,0.8255,0.8856,0.7599,0.6502,0.2441,0.1877,-0.012,-0.0164,0.0167,0.1474,-0.0107,-0.044,0.0982,-0.0482,0.0277,0.0647,0.0116,-0.0493,0.028,0.0231,0.0473,0.0743,0.058,0.0472,-0.0443,0.2012,0.1715,0.0979,-0.0491,0.02,0.2202,0.0872,0.0116,0.196,0.2174,-0.0133,0.1003,0.1184,-0.0148,0.0458,0.1355,0.1521,0.1385,0.1361,0.0634,-0.0294,-0.0452,0.2013,0.2094,0.2215,-0.0272,0.1808,0.0015,0.0539,0.0101,0.208,0.1957,0.1998,0.0644,0.2308,0.028,0.1223,0.152,0.0201,0.0645,-0.0199,0.189,0.0053
1,0.0935,0.1895,0.1776,-0.005,0.1541,0.0601,0.1062,0.0213,0.0612,0.052,0.0643,-0.0447,0.0103,0.1212,-0.0327,0.0035,0.1655,0.0324,0.0472,0.0225,0.2002,-0.0226,0.1408,0.2077,0.0105,0.0769,0.1877,0.1354,0.0615,-0.0368,0.0828,0.0602,0.1638,0.0386,0.0724,0.1445,0.1932,0.0557,0.0656,0.1236,0.2274,0.0075,0.2414,0.1636,0.0617,0.1497,0.0488,-0.0288,0.1768,0.0638,0.1077,0.099,0.2204,0.1771,-0.0423,0.1278,0.0888,0.0887,0.2019,0.0745,0.0921,0.2171,0.082,0.0974,0.8035,0.8974,0.8511,0.8721,0.7705,0.6622,0.854,0.8162,0.8808,0.881,0.6854,0.7162,0.6731,0.8952,0.6805,0.6765,0.876,0.8193,0.6665,0.8543,0.8633,0.7948,0.6664,0.8573,0.7754,0.8252,0.9494,0.8951,0.9116,0.6937,0.7503,0.8055,0.6518,0.9466,0.7324,0.7287,0.7439,0.7265,0.9077,0.8167,0.8033,0.7761,0.6653,0.7413,0.91,0.8906,0.907,0.7271,0.7106,0.6656,0.8111,0.7621,0.7893,0.7967,0.8251,0.7597,0.8904,0.7101,0.9258,0.8168,0.6653,0.7443,0.8099,0.7727,0.1195,0.0471,0.0321,0.1888,0.0375,0.1632,0.1907,0.1276,0.0864,0.2305,0.0835,0.2134,-0.0327,0.0801,0.1418,-0.0353,0.2088,-0.0284,0.1289,0.004,0.2267,0.1183,0.1902,0.0995,0.1522,0.1525,0.0385,0.0133,0.2015,-0.0063,0.2254,0.0121,-0.0197,-0.0214,0.1853,0.2353,0.0744,0.1477,0.0273,0.2218,0.1558,-0.0035,-0.033,0.1587,-0.0375,0.2008,0.0381,0.0198,0.1246,0.0456,0.1182,-0.0038,0.2236,0.0473,0.2024,-0.0044,0.1898,0.244,0.0675,-0.0401,0.064,0.1422,0.017,0.1137
0,0.685,0.8754,0.6943,0.6789,0.7255,0.8045,0.731,0.9152,0.9315,0.735,0.875,0.8587,0.8183,0.7265,0.9349,0.9369,0.6539,0.749,0.7463,0.7095,0.7791,0.9195,0.6572,0.9007,0.7427,0.6541,0.9199,0.7317,0.7136,0.685,0.7602,0.6859,0.7039,0.725,0.8235,0.7839,0.7415,0.8078,0.8822,0.8672,0.7531,0.9254,0.8874,0.8185,0.7927,0.7489,0.6902,0.9157,0.8325,0.6796,0.9277,0.9161,0.6601,0.8602,0.7215,0.8107,0.9003,0.7552,0.7995,0.8496,0.7077,0.8379,0.7776,0.9448,0.0063,0.1633,-0.0376,0.0322,-0.0147,-0.0053,0.1085,0.0023,0.1884,-0.0211,0.1369,0.2083,-0.012,0.0152,0.1795,0.0911,0.2296,0.0514,0.0694,0.2373,0.0532,0.2399,0.2173,0.0101,0.1137,0.2324,-0.0148,0.2046,0.1823,0.1748,0.1302,-0.02,0.2375,-0.0193,0.1851,0.167,0.0452,0.1554,0.0732,0.1752,-0.037,0.23,0.0653,0.191,0.0915,0.1937,0.0403,0.1135,-0.0424,0.0968,-0.0262,0.2078,0.1532,0.0775,0.2423,0.234,0.237,-0.0253,0.1612,0.1683,0.1318,-0.0453,0.2272,0.0816,0.1285,0.1944,0.0326,-0.0412,0.227,0.0312,-0.0377,-0.009,0.2484,0.1719,0.013,-0.0061,0.2193,0.1494,0.1249,-0.0106,0.074,0.234,-0.049,0.0757,-0.0329,0.2493,-0.0187,0.2361,0.2024,0.1695,-0.0373,0.1586,0.0979,0.0974,-0.0064,0.1037,0.1906,-0.0106,0.2128,0.076,0.0298,0.0218,0.0879,0.1442,0.121,0.217,0.1034,0.1038,0.2467,0.0146,-0.045,0.0485,0.044,-0.0128,0.0754,-0.0396,0.2262,0.0953,0.2136,0.1592,0.169,0.1776,0.0405,0.1687,0.0118,0.1165,0.1286,0.1827
2,-0.0377,0.1187,0.1772,-0.0386,0.2015,-0.0147,0.1299,0.115,0.1381,0.0419,0.076,0.1248,0.0777,0.1477,0.084,0.0815,-0.043,0.1357,0.0969,0.0206,0.1791,0.184,0.0875,0.0039,0.092,-0.0179,-0.0115,0.0792,-0.0225,0.0826,0.103,-0.0378,0.1409,-0.0253,0.17,0.1833,0.1034,-0.0337,0.1012,0.0634,0.2353,-0.0091,0.2071,0.2488,0.1696,0.1945,0.0081,0.2445,0.0976,0.237,0.2248,-0.0005,0.1865,0.2292,-0.0303,0.0553,0.1769,-0.0024,0.219,0.0325,0.1947,-0.0069,0.1007,0.226,0.0125,0.0289,0.1018,0.0457,-0.039,0.0046,-0.0016,0.2309,0.1539,0.2186,0.0006,0.1855,-0.0155,0.1092,0.1409,0.0579,0.2119,0.1166,0.124,0.2148,-0.0186,0.2479,0.1389,0.0683,0.1893,0.0294,0.2471,0.1232,0.0581,0.1794,0.0827,0.003,0.1731,-0.0355,0.1959,0.0261,0.1418,0.2452,0.1258,0.1491,0.0438,-0.0495,-0.0399,-0.0052,0.1348,0.0797,0.1038,0.2187,-0.0104,0.0182,0.1459,-0.0433,-0.0492,0.0565,-0.0181,0.0571,0.0173,0.1251,0.1267,0.0113,0.1372,0.0925,-0.0096,0.231,0.7231,0.6948,0.6787,0.8415,0.9114,0.8846,0.7706,0.7293,0.6534,0.8435,0.8187,0.7551,0.8437,0.7831,0.9311,0.8701,0.7245,0.9211,0.6632,0.8095,0.7718,0.7213,0.6675,0.8837,0.6537,0.8153,0.9323,0.6927,0.7099,0.8324,0.8021,0.8425,0.894,0.7024,0.7428,0.7401,0.6645,0.9168,0.8849,0.8646,0.6519,0.9033,0.8736,0.7896,0.8725,0.7857,0.7178,0.6816,0.7197,0.6616,0.7507,0.8749,0.8585,0.9036,0.8635,0.7298,0.8161,0.7808,0.8865,0.807,0.7296,0.8426,0.9395,0.7151
0,0.7471,0.6953,0.8453,0.6717,0.8108,0.7597,0.6674,0.8022,0.6612,0.7801,0.671,0.6772,0.7774,0.8981,0.6871,0.717,0.8382,0.9343,0.8231,0.769,0.9429,0.664,0.9075,0.7369,0.6933,0.6853,0.7425,0.8948,0.7042,0.8245,0.8417,0.7617,0.8143,0.6688,0.6679,0.7118,0.8541,0.7783,0.7442,0.8257,0.786,0.7399,0.8883,0.8597,0.7232,0.8223,0.8076,0.9125,0.8688,0.7364,0.9441,0.6854,0.7754,0.8771,0.6956,0.7967,0.6618,0.8505,0.8794,0.8219,0.9126,0.7441,0.8586,0.8283,0.124,0.0869,0.202,0.2334,0.0922,0.1492,-0.0318,0.1604,0.1441,0.2479,0.1966,0.0354,0.0657,0.1506,-0.0432,0.0885,0.0004,-0.0149,-0.0323,0.1805,-0.0112,0.0243,0.0673,0.2114,-0.0258,0.0848,0.1148,0.215,0.1958,0.2092,0.0335,0.0746,0.0576,0.2153,0.2373,-0.0047,0.0029,0.0196,0.02,0.0955,0.1267,0.0288,-0.0488,0.0757,0.0608,0.1199,0.2359,0.1571,0.1046,0.1353,0.1529,-0.0338,0.2199,0.184,0.2124,0.1894,0.0677,0.0697,-0.0189,0.1403,-0.0313,-0.0298,0.0126,-0.0013,0.052,-0.0342,-0.0499,-0.0046,-0.0196,0.0591,-0.0423,0.2123,0.1342,-0.0054,0.0257,0.0542,0.0592,-0.0131,0.2047,0.2479,0.0898,0.0952,-0.0242,-0.0193,0.0528,0.0294,0.1987,-0.0016,-0.0431,0.2353,0.1085,-0.006,0.113,-0.0419,0.1084,0.2436,0.209,0.1589,0.0283,0.06,0.0001,0.1816,0.1098,0.1837,0.0489,0.0169,0.1935,0.2455,0.2058,0.1918,0.1955,0.172,0.018,0.1053,0.0567,-0.0413,-0.0416,0.0338,0.0278,0.1578,0.237,0.0842,0.2311,0.2464,0.2365,0.0594,0.0161,0.0181
0,0.8862,0.6968,0.8292,0.7535,0.8058,0.6562,0.6601,0.9471,0.9098,0.7959,0.8202,0.7285,0.8838,0.7778,0.9339,0.8802,0.8956,0.939,0.7262,0.6614,0.7103,0.7042,0.6751,0.6653,0.8172,0.9112,0.7875,0.9342,0.923,0.6693,0.8294,0.7692,0.686,0.9378,0.7272,0.8193,0.8422,0.9369,0.8509,0.7679,0.7845,0.6979,0.9397,0.9475,0.7165,0.6616,0.7268,0.7556,0.9208,0.9214,0.9012,0.6641,0.8859,0.8629,0.844,0.9456,0.6667,0.6934,0.8765,0.9318,0.8531,0.7396,0.8274,0.8774,-0.0184,0.0472,0.0271,-0.0128,0.0944,0.0006,0.0215,-0.0071,0.1533,-0.0462,0.1652,0.0085,-0.0392,0.2283,0.0162,0.2302,0.21,0.2166,-0.0081,0.0842,-0.0209,0.2286,0.2027,0.1385,0.0857,0.0519,0.1969,0.0933,0.1385,-0.0072,0.0165,-0.033,0.1641,0.116,-0.0066,0.2112,0.0299,0.0735,-0.0033,0.0313,0.2019,0.0504,0.0003,0.0973,0.0454,0.221,-0.0157,0.2436,-0.0329,0.2185,0.1505,0.0133,0.0932,0.0359,0.0273,0.0105,0.0593,0.2473,0.2494,0.2275,-0.0207,0.0368,0.2189,-0.0328,0.1679,0.0381,0.2436,-0.0452,0.1921,0.0523,-0.008,-0.0494,0.1997,0.108,0.0057,0.0806,0.2236,0.0155,0.1214,-0.0086,0.004,0.1811,0.1635,0.009,-0.0262,-0.0238,0.1326,0.0986,0.0322,0.0118,0.1337,0.1623,0.1935,0.1249,0.0107,-0.0303,0.1698,0.0724,0.1665,-0.0334,0.1932,0.0506,0.2026,0.2094,0.0979,-0.0454,0.2231,0.093,0.2116,0.0299,0.0058,0.1995,0.0601,-0.001,0.0613,0.1285,-0.0486,0.1059,0.0837,0.1047,-0.0138,0.1644,0.195,0.2096,0.0463,0.1634,0.0644,0.1754
0,0.8521,0.8183,0.8292,0.74,0.8704,0.8568,0.8643,0.7913,0.7892,0.7358,0.662,0.7898,0.8349,0.7058,0.908,0.9137,0.9061,0.8948,0.7965,0.7027,0.7313,0.8713,0.9454,0.6834,0.6519,0.756,0.7548,0.8293,0.6837,0.9032,0.7514,0.9226,0.7488,0.7416,0.7028,0.9397,0.8268,0.8977,0.6689,0.8129,0.8699,0.9452,0.931,0.6812,0.762,0.9496,0.8105,0.9371,0.726,0.6577,0.9339,0.7291,0.8182,0.7582,0.8233,0.9301,0.9341,0.9131,0.727,0.8963,0.6555,0.7749,0.9332,0.7264,0.0602,0.1245,0.021,0.1625,0.1458,-0.0215,0.226,-0.0285,0.159,0.0545,-0.0069,-0.0266,0.2493,0.1899,0.0876,0.1884,0.2409,0.2279,0.1098,0.0325,0.1056,0.2444,0.1691,0.1509,0.2029,0.0727,0.1177,0.2046,0.0097,0.2077,-0.0426,0.1111,0.1225,-0.0061,0.2266,0.0818,0.0055,0.0735,0.1274,0.0787,-0.0491,-0.0223,0.164,-0.0104,0.0266,0.1923,0.2085,0.2145,0.0023,-0.0484,0.1763,0.1297,0.0594,-0.0444,0.0794,0.0211,0.1264,0.2442,0.0128,-0.0275,0.1584,-0.0177,0.0169,0.0818,0.2458,0.0473,0.0448,0.0926,-0.0013,0.0707,0.1601,0.0472,0.1889,0.0053,-0.0195,0.1382,0.0859,0.2254,-0.0185,0.1739,0.1509,0.0611,-0.0115,0.1336,0.1775,0.0918,0.0918,0.1557,0.1328,0.077,0.0058,0.0891,0.1149,0.2189,0.2484,0.117,0.0486,0.0168,0.1391,0.1715,0.0243,0.1571,0.2498,0.0675,0.2316,0.081,0.1457,0.21,0.011,0.0537,0.2452,-0.0304,0.0419,0.0929,0.1735,0.1392,0.2289,0.1509,-0.0495,-0.0286,-0.039,0.0795,-0.0419,0.1078,0.1398,0.0107,0.2068,0.0741
2,0.1519,0.1641,0.0219,0.1449,0.1576,0.0915,-0.0075,0.2227,0.1297,-0.0312,0.0216,0.2461,0.0186,0.0677,0.1864,0.1971,0.1402,0.1725,-0.0385,-0.0219,0.2428,0.1908,-0.0386,-0.0354,0.0221,0.2292,0.0159,0.1516,0.2291,0.1416,0.2258,0.0289,-0.004,-0.0445,0.1771,-0.0189,0.2419,0.163,0.0061,0.1921,-0.0012,0.1036,-0.0183,0.1861,0.2169,0.2249,-0.0493,0.2054,0.1168,0.1964,0.1007,0.136,0.1284,0.1899,-0.0267,-0.0337,0.1136,0.0373,0.0691,-0.0477,0.1735,-0.0428,0.1989,0.1935,0.0874,-0.0134,0.145,0.0121,0.0787,-0.0169,0.2429,0.1138,0.0558,-0.0218,0.1691,0.2049,0.2045,-0.0196,0.0603,0.0408,0.1787,-0.0057,0.1319,0.2436,0.1806,-0.0479,-0.0275,-0.0159,0.1577,0.1296,0.106,0.0867,0.0722,0.1333,0.1446,0.2249,0.1698,0.189,0.2239,0.2012,0.165,-0.0408,0.1543,0.205,0.0792,0.2134,0.0039,0.2328,0.0825,0.1619,0.0258,0.0402,0.0545,0.0473,-0.0216,0.0829,0.2443,0.1462,0.2297,0.1787,0.201,0.2483,0.1758,0.0323,0.0249,0.0737,-0.0437,0.0192,0.9159,0.9263,0.7486,0.8811,0.8825,0.9169,0.8884,0.8096,0.6815,0.8976,0.7441,0.8381,0.7601,0.8112,0.9397,0.6983,0.8093,0.845,0.8115,0.9314,0.7723,0.9241,0.8569,0.9402,0.6769,0.7137,0.7362,0.922,0.6541,0.7281,0.8647,0.9469,0.7029,0.7814,0.8561,0.8572,0.8738,0.8759,0.7245,0.7271,0.6583,0.8573,0.7128,0.7279,0.9393,0.843,0.8273,0.8468,0.8294,0.8585,0.7412,0.6692,0.6701,0.6544,0.7585,0.6927,0.6839,0.7981,0.9409,0.8563,0.732,0.8808,0.7034,0.68
